A;A1;A2;A3;B;B1;B2;B3;Outcome;NextButton;RatingA;RatingB;RatingX;Stim1;Stim2;Trial;X;X1;X2;X3;block1;block2;block3;count_Cond000Outcome;count_Cond000Ratings;count_Cond000Sequence;count_Cond000Stim;count_Cond050Outcome;count_Cond050Rating;count_Cond050Sequence;count_Cond050Stim;count_Cond100Outcome;count_Cond100Rating;count_Cond100Sequence;count_Cond100Stim;count_Conditions_Stimuli;count_DoneFirstBlock;count_DoneSecondBlock;count_End;count_Explanation;count_Introduction;count_NewStim;count_OldStim;count_Stimuli;count_Testphaseintro;count__000;count__050;count__100;count_experiment;count_main_sequence;count_test_sequence;count_testing_phase;count_training_phase;pos1;pos1X;pos1Y;pos2;pos2X;pos2Y;subject_nr;subject_parity;time_Cond000Outcome;time_Cond000Ratings;time_Cond000Sequence;time_Cond000Stim;time_Cond050Outcome;time_Cond050Rating;time_Cond050Sequence;time_Cond050Stim;time_Cond100Outcome;time_Cond100Rating;time_Cond100Sequence;time_Cond100Stim;time_Conditions_Stimuli;time_DoneFirstBlock;time_DoneSecondBlock;time_End;time_Explanation;time_Introduction;time_NewStim;time_OldStim;time_Testphaseintro;time__000;time__050;time__100;time_experiment;time_main_sequence;time_test_sequence;time_testing_phase;time_training_phase
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;3;5;4;[A3];[X3];10;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;9;9;9;9;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[0, 2];0;2;[2, 2];2;2;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.612.549.108.000.000;2.612.549.233.000.000;26.125.473.749.999.900;26.125.489.259.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;NoDiamond.png;yes;4;5;4;[B3];[X3];11;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;10;10;10;10;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[0, 7];0;7;[2, 4];2;4;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.673.439.345.999.990;2.673.439.469.999.990;2.673.438.640.000.000;2.673.439.187.000.000;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;5;4;[A3];[X3];12;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;11;11;11;11;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[0, 5];0;5;[2, 13];2;13;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.732.811.101.999.990;2.732.811.232.000.000;27.328.103.870.000.000;2.732.810.934.999.990;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;5;5;[A3];[X3];13;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;12;12;12;12;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[0, 8];0;8;[2, 2];2;2;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.796.527.642.000.000;27.965.277.710.000.000;2.796.526.964.000.000;2.796.527.470.000.000;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;NoDiamond.png;yes;4;5;4;[B3];[X3];14;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;13;13;13;13;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[2, 4];2;4;[0, 12];0;12;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.850.906.166.999.990;2.850.906.290.999.990;28.509.055.099.999.900;28.509.060.040.000.000;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;5;5;5;[A3];[X3];15;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;14;14;14;14;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[2, 5];2;5;[0, 1];0;1;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.898.945.500.999.990;28.989.456.299.999.900;2.898.944.838.000.000;28.989.453.359.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;NoDiamond.png;yes;4;3;5;[B3];[X3];16;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;NA;NA;NA;0;2;2;2;0;2;NA;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;NA;NA;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;NA;NA;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Fossil.png;yes;4;3;5;[A1];[X1];2;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[C];[X1];5;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Fossil.png;yes;4;3;5;[B1];[X1];4;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[B1];[X1];3;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Fossil.png;yes;4;3;5;[C];[X1];6;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[A1];[X1];1;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[A3];[X1];7;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Fossil.png;yes;4;3;5;[B3];[X1];10;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Fossil.png;yes;4;3;5;[A3];[X1];8;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[B3];[X1];9;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;0;0;NA;0;2;2;2;0;2;0;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;NA;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;29.651.575.310.000.000;2.965.152.354.000.000;9.513.864.500.000.630
[A3];Feather.png;Log.png;Puddle.png;[B3];Mouse.png;Footprints.png;Acorn.png;Diamond.png;yes;4;3;5;[B3];[X1];9;[X3];BlackBerries.png;Flower.png;Beetle.png;0;1;2;15;15;15;15;15;15;15;15;15;15;15;15;0;2;2;0;0;0;1;1;NA;0;2;2;2;0;2;1;0;0;[2, 4];2;4;[0, 7];0;7;1;odd;10.711.158.459.999.900;10.711.159.720.000.000;10.711.151.950.000.000;10.711.156.839.999.900;19.788.587.050.000.000;1.978.858.837.000.000;19.788.580.250.000.000;19.788.585.389.999.900;2.954.824.876.000.000;2.954.825.007;2.954.824.172.000.000;29.548.247.079.999.900;5.295.748.200.000.160;1.071.942.966.000.000;19.796.662.730.000.000;NA;8.830.929.499.999.910;529.974.410.000.068;296.565.122;2.965.158.018.000.000;2.955.967.294.000.000;9.583.899.299.999.750;10.961.716.259.999.900;20.437.541.930.000.000;529.550.879.999.988;20.437.519.129.999.900;2.965.650.411.999.990;2.965.152.354.000.000;9.513.864.500.000.630
