"A","A1","A2","A3","B","B1","B2","B3","NewAnswers","Outcome","RatingA","RatingB","RatingX","Responses000","Responses050","Responses100","Stim1","Stim2","T1","T10","T11","T12","T13","T14","T15","T16","T2","T3","T4","T5","T6","T7","T8","T9","Trial","X","X1","X2","X3","background","block1","block2","block3","canvas_backend","clock_backend","color_backend","compensation","coordinates","count_Cond000Outcome","count_Cond000Sequence","count_Cond000Stim","count_Cond050Outcome","count_Cond050Sequence","count_Cond050Stim","count_Cond100Outcome","count_Cond100Sequence","count_Cond100Stim","count_Conditions_Stimuli","count_Current_Problems","count_Explanation","count_Introduction","count_Stimuli","count_Testphaseintro","count_To_dos","count__000","count__050","count__100","count_experiment","count_main_sequence","count_new_form_text_display","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_sketchpad_1","count_new_sketchpad_2","count_test_phase","count_training_phase","count_welcome","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","j","k","keyboard_backend","l","live_row","live_row__050","live_row_training_phase","locations","logfile","mouse_backend","opensesame_codename","opensesame_version","pos1","pos1X","pos1Y","pos2","pos2X","pos2Y","repeat_cycle","response","response_new_sketchpad_1","response_new_sketchpad_2","response_time","response_time_new_sketchpad_1","response_time_new_sketchpad_2","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","temp","time_Cond000Outcome","time_Cond000Sequence","time_Cond000Stim","time_Cond050Outcome","time_Cond050Sequence","time_Cond050Stim","time_Cond100Outcome","time_Cond100Sequence","time_Cond100Stim","time_Conditions_Stimuli","time_Current_Problems","time_Explanation","time_Introduction","time_Stimuli","time_Testphaseintro","time_To_dos","time__000","time__050","time__100","time_experiment","time_main_sequence","time_new_form_text_display","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_sketchpad_1","time_new_sketchpad_2","time_test_phase","time_training_phase","time_welcome","title","uniform_coordinates","width"
"[A2]","shoe.png","Marble.png","lof.png","[B2]","beetle.png","Acorn.png","Footsteps.png","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999","Diamond.png","999","999","999","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","[A2]","[X2]","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA6B3C88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB7348C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734B48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734508>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734848>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734BC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734B88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB734608>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA6B3A08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA6B3D08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D62208>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D623C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8A88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8508>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8F88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8588>","1","[X2]","fork.png","Playing Card.png","flower.png","#f1f1f1","2","0","1","psycho","psycho","psycho","0","uniform","NA","NA","NA","0","0","0","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","0","NA","NA","NA","NA","0","NA","Sun Jan 17 12:43:07 2021","The main experiment item","yes","","Experiment1.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments","no","mono","no","18","no","#000000","no","None","no","768","NA","NA","psycho","NA","0","0","0","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-6.csv","psycho","Lentiform Loewenfeld","3.3.6","[2, 5]","2","5","[0, 13]","0","13","0","NA","NA","NA","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","6","even","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13]]","NA","NA","NA","19673.28550000002","19673.22729999978","19673.269699999764","NA","NA","NA","1950.3955999998652","NA","2367.7668000000267","1954.370800000106","NA","NA","NA","NA","4470.6482000001415","NA","1950.267199999871","4470.576699999583","NA","NA","19673.298499999873","NA","NA","NA","NA","4470.004799999515","NA","Experiment1","yes","1024"
"[A2]","shoe.png","Marble.png","lof.png","[B2]","beetle.png","Acorn.png","Footsteps.png","   ResponsesA  ResponsesB  ResponsesX
0           1           1           1","noDiamond.png","1","1","1","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999
1           1           1           1","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","[B2]","[X2]","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF7C808>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D73A88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D73B48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D73EC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D73148>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6EB08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6E708>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6ED88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF7018248>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF7018CC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF7018808>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF7018B08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF7018508>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE5529EC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE5529C48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE8D73248>","2","[X2]","fork.png","Playing Card.png","flower.png","#f1f1f1","2","0","1","psycho","psycho","psycho","0","uniform","NA","NA","NA","1","1","1","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","1","NA","NA","NA","NA","0","NA","Sun Jan 17 12:43:07 2021","The main experiment item","yes","","Experiment1.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments","no","mono","no","18","no","#000000","no","None","no","768","X","X","psycho","X","1","1","0","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-6.csv","psycho","Lentiform Loewenfeld","3.3.6","[2, 5]","2","5","[0, 4]","0","4","0","NA","NA","NA","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","6","even","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13]]","NA","NA","NA","35102.97529999934","35102.921400000014","35102.96000000017","NA","NA","NA","1950.3955999998652","NA","2367.7668000000267","1954.370800000106","NA","NA","NA","NA","4470.6482000001415","NA","1950.267199999871","4470.576699999583","NA","NA","35102.988699999514","NA","NA","NA","NA","4470.004799999515","NA","Experiment1","yes","1024"
"[A2]","shoe.png","Marble.png","lof.png","[B2]","beetle.png","Acorn.png","Footsteps.png","   ResponsesA  ResponsesB  ResponsesX
0           2           3           2","Diamond.png","2","3","2","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999
1           1           1           1
2           2           3           2","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","[B2]","[X2]","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF1D86888>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE81BDBC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE81BDE48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE81BD5C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE819E308>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE819E408>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE819E2C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE819E808>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF1D86788>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF1D86C88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF1D86288>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEF1D86908>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB73E288>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE5314508>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE81BD288>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE81BDD48>","3","[X2]","fork.png","Playing Card.png","flower.png","#f1f1f1","2","0","1","psycho","psycho","psycho","0","uniform","NA","NA","NA","2","2","2","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","2","NA","NA","NA","NA","0","NA","Sun Jan 17 12:43:07 2021","The main experiment item","yes","","Experiment1.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments","no","mono","no","18","no","#000000","no","Next","no","768","1","1","psycho","1","2","2","0","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-6.csv","psycho","Lentiform Loewenfeld","3.3.6","[0, 13]","0","13","[2, 6]","2","6","0","NA","NA","NA","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","6","even","[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","NA","NA","NA","40334.48219999991","40334.40590000009","40334.46559999993","NA","NA","NA","1950.3955999998652","NA","2367.7668000000267","1954.370800000106","NA","NA","NA","NA","4470.6482000001415","NA","1950.267199999871","4470.576699999583","NA","NA","40334.49659999951","NA","NA","NA","NA","4470.004799999515","NA","Experiment1","yes","1024"
"[A2]","shoe.png","Marble.png","lof.png","[B2]","beetle.png","Acorn.png","Footsteps.png","   ResponsesA  ResponsesB  ResponsesX
0           3           3           3","Diamond.png","3","3","3","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999
1           1           1           1
2           2           3           2
3           3           3           3","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","[A2]","[X2]","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8FC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE1283C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128748>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128108>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128F08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128FC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128548>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128088>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8BC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8608>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8C48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE3E8708>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128688>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE1284C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128E48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEE128048>","4","[X2]","fork.png","Playing Card.png","flower.png","#f1f1f1","2","0","1","psycho","psycho","psycho","0","uniform","NA","NA","NA","3","3","3","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","3","NA","NA","NA","NA","0","NA","Sun Jan 17 12:43:07 2021","The main experiment item","yes","","Experiment1.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments","no","mono","no","18","no","#000000","no","Next","no","768","2","3","psycho","2","3","3","0","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-6.csv","psycho","Lentiform Loewenfeld","3.3.6","[0, 8]","0","8","[2, 7]","2","7","0","NA","NA","NA","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","6","even","[[2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","NA","NA","NA","47323.21369999954","47323.152500000106","47323.19800000005","NA","NA","NA","1950.3955999998652","NA","2367.7668000000267","1954.370800000106","NA","NA","NA","NA","4470.6482000001415","NA","1950.267199999871","4470.576699999583","NA","NA","47323.22690000001","NA","NA","NA","NA","4470.004799999515","NA","Experiment1","yes","1024"
"[A2]","shoe.png","Marble.png","lof.png","[B2]","beetle.png","Acorn.png","Footsteps.png","   ResponsesA  ResponsesB  ResponsesX
0           3           3           3","noDiamond.png","3","3","3","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","   ResponsesA  ResponsesB  ResponsesX
0         999         999         999
1           1           1           1
2           2           3           2
3           3           3           3
4           3           3           3","Empty DataFrame
Columns: [ResponsesA, ResponsesB, ResponsesX]
Index: []","[A2]","[X2]","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA039148>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE6283C88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE6283608>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB738A88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB738788>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB738B48>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB738BC8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEB738888>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA0394C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEA039888>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6E908>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6E3C8>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6EE08>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEEEF6EB88>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE6283808>","<libopensesame.widgets.widget_factory.Label object at 0x000001DEE6283508>","5","[X2]","fork.png","Playing Card.png","flower.png","#f1f1f1","2","0","1","psycho","psycho","psycho","0","uniform","NA","NA","NA","4","4","4","NA","NA","NA","0","0","0","0","NA","0","0","0","0","0","0","0","NA","NA","4","NA","NA","NA","NA","0","NA","Sun Jan 17 12:43:07 2021","The main experiment item","yes","","Experiment1.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments","no","mono","no","18","no","#000000","no","Next","no","768","3","3","psycho","3","4","4","0","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-6.csv","psycho","Lentiform Loewenfeld","3.3.6","[2, 5]","2","5","[0, 0]","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","6","even","[[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [0, 11], [0, 12], [0, 13]]","NA","NA","NA","51343.20690000004","51343.14959999938","51343.19129999949","NA","NA","NA","1950.3955999998652","NA","2367.7668000000267","1954.370800000106","NA","NA","NA","NA","4470.6482000001415","NA","1950.267199999871","4470.576699999583","NA","NA","51343.2200999996","NA","NA","NA","NA","4470.004799999515","NA","Experiment1","yes","1024"
